"V1" "V2" "V3"
"1143" 10000 398107 1143
"1144" 10000 630957 1144
"1145" 10000 1e+06 1145
"1146" 10000 1584893 1146
"1147" 10000 2511886 1147
"1148" 10000 3981072 1148
"1149" 10000 6309573 1149
"1150" 10000 1e+07 1150
"1151" 50 1000 1151
"1152" 50 1585 1152
"1153" 50 2512 1153
"1154" 50 3981 1154
"1155" 50 6310 1155
"1156" 50 10000 1156
"1157" 50 15849 1157
"1158" 50 25119 1158
"1159" 50 39811 1159
"1160" 50 63096 1160
"1161" 50 1e+05 1161
"1162" 50 158489 1162
"1163" 50 251189 1163
"1164" 50 398107 1164
"1165" 50 630957 1165
"1166" 50 1e+06 1166
"1167" 50 1584893 1167
"1168" 50 2511886 1168
"1169" 50 3981072 1169
"1170" 50 6309573 1170
"1171" 50 1e+07 1171
"1172" 100 1000 1172
"1173" 100 1585 1173
"1174" 100 2512 1174
"1175" 100 3981 1175
"1176" 100 6310 1176
"1177" 100 10000 1177
"1178" 100 15849 1178
"1179" 100 25119 1179
"1180" 100 39811 1180
"1181" 100 63096 1181
"1182" 100 1e+05 1182
"1183" 100 158489 1183
"1184" 100 251189 1184
"1185" 100 398107 1185
"1186" 100 630957 1186
"1187" 100 1e+06 1187
"1188" 100 1584893 1188
"1189" 100 2511886 1189
"1190" 100 3981072 1190
"1191" 100 6309573 1191
"1192" 100 1e+07 1192
"1193" 500 1000 1193
"1194" 500 1585 1194
"1195" 500 2512 1195
"1196" 500 3981 1196
"1197" 500 6310 1197
"1198" 500 10000 1198
"1199" 500 15849 1199
"1200" 500 25119 1200
"1201" 500 39811 1201
"1202" 500 63096 1202
"1203" 500 1e+05 1203
"1204" 500 158489 1204
"1205" 500 251189 1205
"1206" 500 398107 1206
"1207" 500 630957 1207
"1208" 500 1e+06 1208
"1209" 500 1584893 1209
"1210" 500 2511886 1210
"1211" 500 3981072 1211
"1212" 500 6309573 1212
"1213" 500 1e+07 1213
"1214" 1000 1585 1214
"1215" 1000 2512 1215
"1216" 1000 3981 1216
"1217" 1000 6310 1217
"1218" 1000 10000 1218
"1219" 1000 15849 1219
"1220" 1000 25119 1220
"1221" 1000 39811 1221
"1222" 1000 63096 1222
"1223" 1000 1e+05 1223
"1224" 1000 158489 1224
"1225" 1000 251189 1225
"1226" 1000 398107 1226
"1227" 1000 630957 1227
"1228" 1000 1e+06 1228
"1229" 1000 1584893 1229
"1230" 1000 2511886 1230
"1231" 1000 3981072 1231
"1232" 1000 6309573 1232
"1233" 1000 1e+07 1233
"1234" 5000 6310 1234
"1235" 5000 10000 1235
"1236" 5000 15849 1236
"1237" 5000 25119 1237
"1238" 5000 39811 1238
"1239" 5000 63096 1239
"1240" 5000 1e+05 1240
"1241" 5000 158489 1241
"1242" 5000 251189 1242
"1243" 5000 398107 1243
"1244" 5000 630957 1244
"1245" 5000 1e+06 1245
"1246" 5000 1584893 1246
"1247" 5000 2511886 1247
"1248" 5000 3981072 1248
"1249" 5000 6309573 1249
"1250" 5000 1e+07 1250
"1251" 10000 15849 1251
"1252" 10000 25119 1252
"1253" 10000 39811 1253
"1254" 10000 63096 1254
"1255" 10000 1e+05 1255
"1256" 10000 158489 1256
"1257" 10000 251189 1257
"1258" 10000 398107 1258
"1259" 10000 630957 1259
"1260" 10000 1e+06 1260
"1261" 10000 1584893 1261
"1262" 10000 2511886 1262
"1263" 10000 3981072 1263
"1264" 10000 6309573 1264
"1265" 10000 1e+07 1265
"1266" 50 1000 1266
"1267" 50 1585 1267
"1268" 50 2512 1268
"1269" 50 3981 1269
"1270" 50 6310 1270
"1271" 50 10000 1271
"1272" 50 15849 1272
"1273" 50 25119 1273
"1274" 50 39811 1274
"1275" 50 63096 1275
"1276" 50 1e+05 1276
"1277" 50 158489 1277
"1278" 50 251189 1278
"1279" 50 398107 1279
"1280" 50 630957 1280
"1281" 50 1e+06 1281
"1282" 50 1584893 1282
"1283" 50 2511886 1283
"1284" 50 3981072 1284
"1285" 50 6309573 1285
"1286" 50 1e+07 1286
"1287" 100 1000 1287
"1288" 100 1585 1288
"1289" 100 2512 1289
"1290" 100 3981 1290
"1291" 100 6310 1291
"1292" 100 10000 1292
"1293" 100 15849 1293
"1294" 100 25119 1294
"1295" 100 39811 1295
"1296" 100 63096 1296
"1297" 100 1e+05 1297
"1298" 100 158489 1298
"1299" 100 251189 1299
"1300" 100 398107 1300
"1301" 100 630957 1301
"1302" 100 1e+06 1302
"1303" 100 1584893 1303
"1304" 100 2511886 1304
"1305" 100 3981072 1305
"1306" 100 6309573 1306
"1307" 100 1e+07 1307
"1308" 500 1000 1308
"1309" 500 1585 1309
"1310" 500 2512 1310
"1311" 500 3981 1311
"1312" 500 6310 1312
"1313" 500 10000 1313
"1314" 500 15849 1314
"1315" 500 25119 1315
"1316" 500 39811 1316
"1317" 500 63096 1317
"1318" 500 1e+05 1318
"1319" 500 158489 1319
"1320" 500 251189 1320
"1321" 500 398107 1321
"1322" 500 630957 1322
"1323" 500 1e+06 1323
"1324" 500 1584893 1324
"1325" 500 2511886 1325
"1326" 500 3981072 1326
"1327" 500 6309573 1327
"1328" 500 1e+07 1328
"1329" 1000 1585 1329
"1330" 1000 2512 1330
"1331" 1000 3981 1331
"1332" 1000 6310 1332
"1333" 1000 10000 1333
"1334" 1000 15849 1334
"1335" 1000 25119 1335
"1336" 1000 39811 1336
"1337" 1000 63096 1337
"1338" 1000 1e+05 1338
"1339" 1000 158489 1339
"1340" 1000 251189 1340
"1341" 1000 398107 1341
"1342" 1000 630957 1342
"1343" 1000 1e+06 1343
"1344" 1000 1584893 1344
"1345" 1000 2511886 1345
"1346" 1000 3981072 1346
"1347" 1000 6309573 1347
"1348" 1000 1e+07 1348
"1349" 5000 6310 1349
"1350" 5000 10000 1350
"1351" 5000 15849 1351
"1352" 5000 25119 1352
"1353" 5000 39811 1353
"1354" 5000 63096 1354
"1355" 5000 1e+05 1355
"1356" 5000 158489 1356
"1357" 5000 251189 1357
"1358" 5000 398107 1358
"1359" 5000 630957 1359
"1360" 5000 1e+06 1360
"1361" 5000 1584893 1361
"1362" 5000 2511886 1362
"1363" 5000 3981072 1363
"1364" 5000 6309573 1364
"1365" 5000 1e+07 1365
"1366" 10000 15849 1366
"1367" 10000 25119 1367
"1368" 10000 39811 1368
"1369" 10000 63096 1369
"1370" 10000 1e+05 1370
"1371" 10000 158489 1371
"1372" 10000 251189 1372
"1373" 10000 398107 1373
"1374" 10000 630957 1374
"1375" 10000 1e+06 1375
"1376" 10000 1584893 1376
"1377" 10000 2511886 1377
"1378" 10000 3981072 1378
"1379" 10000 6309573 1379
"1380" 10000 1e+07 1380
"1381" 50 1000 1381
"1382" 50 1585 1382
"1383" 50 2512 1383
"1384" 50 3981 1384
"1385" 50 6310 1385
"1386" 50 10000 1386
"1387" 50 15849 1387
"1388" 50 25119 1388
"1389" 50 39811 1389
"1390" 50 63096 1390
"1391" 50 1e+05 1391
"1392" 50 158489 1392
"1393" 50 251189 1393
"1394" 50 398107 1394
"1395" 50 630957 1395
"1396" 50 1e+06 1396
"1397" 50 1584893 1397
"1398" 50 2511886 1398
"1399" 50 3981072 1399
"1400" 50 6309573 1400
"1401" 50 1e+07 1401
"1402" 100 1000 1402
"1403" 100 1585 1403
"1404" 100 2512 1404
"1405" 100 3981 1405
"1406" 100 6310 1406
"1407" 100 10000 1407
"1408" 100 15849 1408
"1409" 100 25119 1409
"1410" 100 39811 1410
"1411" 100 63096 1411
"1412" 100 1e+05 1412
"1413" 100 158489 1413
"1414" 100 251189 1414
"1415" 100 398107 1415
"1416" 100 630957 1416
"1417" 100 1e+06 1417
"1418" 100 1584893 1418
"1419" 100 2511886 1419
"1420" 100 3981072 1420
"1421" 100 6309573 1421
"1422" 100 1e+07 1422
"1423" 500 1000 1423
"1424" 500 1585 1424
"1425" 500 2512 1425
"1426" 500 3981 1426
"1427" 500 6310 1427
"1428" 500 10000 1428
"1429" 500 15849 1429
"1430" 500 25119 1430
"1431" 500 39811 1431
"1432" 500 63096 1432
"1433" 500 1e+05 1433
"1434" 500 158489 1434
"1435" 500 251189 1435
"1436" 500 398107 1436
"1437" 500 630957 1437
"1438" 500 1e+06 1438
"1439" 500 1584893 1439
"1440" 500 2511886 1440
"1441" 500 3981072 1441
"1442" 500 6309573 1442
"1443" 500 1e+07 1443
"1444" 1000 1585 1444
"1445" 1000 2512 1445
"1446" 1000 3981 1446
"1447" 1000 6310 1447
"1448" 1000 10000 1448
"1449" 1000 15849 1449
"1450" 1000 25119 1450
"1451" 1000 39811 1451
"1452" 1000 63096 1452
"1453" 1000 1e+05 1453
"1454" 1000 158489 1454
"1455" 1000 251189 1455
"1456" 1000 398107 1456
"1457" 1000 630957 1457
"1458" 1000 1e+06 1458
"1459" 1000 1584893 1459
"1460" 1000 2511886 1460
"1461" 1000 3981072 1461
"1462" 1000 6309573 1462
"1463" 1000 1e+07 1463
"1464" 5000 6310 1464
"1465" 5000 10000 1465
"1466" 5000 15849 1466
"1467" 5000 25119 1467
"1468" 5000 39811 1468
"1469" 5000 63096 1469
"1470" 5000 1e+05 1470
"1471" 5000 158489 1471
"1472" 5000 251189 1472
"1473" 5000 398107 1473
"1474" 5000 630957 1474
"1475" 5000 1e+06 1475
"1476" 5000 1584893 1476
"1477" 5000 2511886 1477
"1478" 5000 3981072 1478
"1479" 5000 6309573 1479
"1480" 5000 1e+07 1480
"1481" 10000 15849 1481
"1482" 10000 25119 1482
"1483" 10000 39811 1483
"1484" 10000 63096 1484
"1485" 10000 1e+05 1485
"1486" 10000 158489 1486
"1487" 10000 251189 1487
"1488" 10000 398107 1488
"1489" 10000 630957 1489
"1490" 10000 1e+06 1490
"1491" 10000 1584893 1491
"1492" 10000 2511886 1492
"1493" 10000 3981072 1493
"1494" 10000 6309573 1494
"1495" 10000 1e+07 1495
"1496" 50 1000 1496
"1497" 50 1585 1497
"1498" 50 2512 1498
"1499" 50 3981 1499
"1500" 50 6310 1500
"1501" 50 10000 1501
"1502" 50 15849 1502
"1503" 50 25119 1503
"1504" 50 39811 1504
"1505" 50 63096 1505
"1506" 50 1e+05 1506
"1507" 50 158489 1507
"1508" 50 251189 1508
"1509" 50 398107 1509
"1510" 50 630957 1510
"1511" 50 1e+06 1511
"1512" 50 1584893 1512
"1513" 50 2511886 1513
"1514" 50 3981072 1514
"1515" 50 6309573 1515
"1516" 50 1e+07 1516
"1517" 100 1000 1517
"1518" 100 1585 1518
"1519" 100 2512 1519
"1520" 100 3981 1520
"1521" 100 6310 1521
"1522" 100 10000 1522
"1523" 100 15849 1523
"1524" 100 25119 1524
"1525" 100 39811 1525
"1526" 100 63096 1526
"1527" 100 1e+05 1527
"1528" 100 158489 1528
"1529" 100 251189 1529
"1530" 100 398107 1530
"1531" 100 630957 1531
"1532" 100 1e+06 1532
"1533" 100 1584893 1533
"1534" 100 2511886 1534
"1535" 100 3981072 1535
"1536" 100 6309573 1536
"1537" 100 1e+07 1537
"1538" 500 1000 1538
"1539" 500 1585 1539
"1540" 500 2512 1540
"1541" 500 3981 1541
"1542" 500 6310 1542
"1543" 500 10000 1543
"1544" 500 15849 1544
"1545" 500 25119 1545
"1546" 500 39811 1546
"1547" 500 63096 1547
"1548" 500 1e+05 1548
"1549" 500 158489 1549
"1550" 500 251189 1550
"1551" 500 398107 1551
"1552" 500 630957 1552
"1553" 500 1e+06 1553
"1554" 500 1584893 1554
"1555" 500 2511886 1555
"1556" 500 3981072 1556
"1557" 500 6309573 1557
"1558" 500 1e+07 1558
"1559" 1000 1585 1559
"1560" 1000 2512 1560
"1561" 1000 3981 1561
"1562" 1000 6310 1562
"1563" 1000 10000 1563
"1564" 1000 15849 1564
"1565" 1000 25119 1565
"1566" 1000 39811 1566
"1567" 1000 63096 1567
"1568" 1000 1e+05 1568
"1569" 1000 158489 1569
"1570" 1000 251189 1570
"1571" 1000 398107 1571
"1572" 1000 630957 1572
"1573" 1000 1e+06 1573
"1574" 1000 1584893 1574
"1575" 1000 2511886 1575
"1576" 1000 3981072 1576
"1577" 1000 6309573 1577
"1578" 1000 1e+07 1578
"1579" 5000 6310 1579
"1580" 5000 10000 1580
"1581" 5000 15849 1581
"1582" 5000 25119 1582
"1583" 5000 39811 1583
"1584" 5000 63096 1584
"1585" 5000 1e+05 1585
"1586" 5000 158489 1586
"1587" 5000 251189 1587
"1588" 5000 398107 1588
"1589" 5000 630957 1589
"1590" 5000 1e+06 1590
"1591" 5000 1584893 1591
"1592" 5000 2511886 1592
"1593" 5000 3981072 1593
"1594" 5000 6309573 1594
"1595" 5000 1e+07 1595
"1596" 10000 15849 1596
"1597" 10000 25119 1597
"1598" 10000 39811 1598
"1599" 10000 63096 1599
"1600" 10000 1e+05 1600
"1601" 10000 158489 1601
"1602" 10000 251189 1602
"1603" 10000 398107 1603
"1604" 10000 630957 1604
"1605" 10000 1e+06 1605
"1606" 10000 1584893 1606
"1607" 10000 2511886 1607
"1608" 10000 3981072 1608
"1609" 10000 6309573 1609
"1610" 10000 1e+07 1610
"1611" 50 1000 1611
"1612" 50 1585 1612
"1613" 50 2512 1613
"1614" 50 3981 1614
"1615" 50 6310 1615
"1616" 50 10000 1616
"1617" 50 15849 1617
"1618" 50 25119 1618
"1619" 50 39811 1619
"1620" 50 63096 1620
"1621" 50 1e+05 1621
"1622" 50 158489 1622
"1623" 50 251189 1623
"1624" 50 398107 1624
"1625" 50 630957 1625
"1626" 50 1e+06 1626
"1627" 50 1584893 1627
"1628" 50 2511886 1628
"1629" 50 3981072 1629
"1630" 50 6309573 1630
"1631" 50 1e+07 1631
"1632" 100 1000 1632
"1633" 100 1585 1633
"1634" 100 2512 1634
"1635" 100 3981 1635
"1636" 100 6310 1636
"1637" 100 10000 1637
"1638" 100 15849 1638
"1639" 100 25119 1639
"1640" 100 39811 1640
"1641" 100 63096 1641
"1642" 100 1e+05 1642
"1643" 100 158489 1643
"1644" 100 251189 1644
"1645" 100 398107 1645
"1646" 100 630957 1646
"1647" 100 1e+06 1647
"1648" 100 1584893 1648
"1649" 100 2511886 1649
"1650" 100 3981072 1650
"1651" 100 6309573 1651
"1652" 100 1e+07 1652
"1653" 500 1000 1653
"1654" 500 1585 1654
"1655" 500 2512 1655
"1656" 500 3981 1656
"1657" 500 6310 1657
"1658" 500 10000 1658
"1659" 500 15849 1659
"1660" 500 25119 1660
"1661" 500 39811 1661
"1662" 500 63096 1662
"1663" 500 1e+05 1663
"1664" 500 158489 1664
"1665" 500 251189 1665
"1666" 500 398107 1666
"1667" 500 630957 1667
"1668" 500 1e+06 1668
"1669" 500 1584893 1669
"1670" 500 2511886 1670
"1671" 500 3981072 1671
"1672" 500 6309573 1672
"1673" 500 1e+07 1673
"1674" 1000 1585 1674
"1675" 1000 2512 1675
"1676" 1000 3981 1676
"1677" 1000 6310 1677
"1678" 1000 10000 1678
"1679" 1000 15849 1679
"1680" 1000 25119 1680
"1681" 1000 39811 1681
"1682" 1000 63096 1682
"1683" 1000 1e+05 1683
"1684" 1000 158489 1684
"1685" 1000 251189 1685
"1686" 1000 398107 1686
"1687" 1000 630957 1687
"1688" 1000 1e+06 1688
"1689" 1000 1584893 1689
"1690" 1000 2511886 1690
"1691" 1000 3981072 1691
"1692" 1000 6309573 1692
"1693" 1000 1e+07 1693
"1694" 5000 6310 1694
"1695" 5000 10000 1695
"1696" 5000 15849 1696
"1697" 5000 25119 1697
"1698" 5000 39811 1698
"1699" 5000 63096 1699
"1700" 5000 1e+05 1700
"1701" 5000 158489 1701
"1702" 5000 251189 1702
"1703" 5000 398107 1703
"1704" 5000 630957 1704
"1705" 5000 1e+06 1705
"1706" 5000 1584893 1706
"1707" 5000 2511886 1707
"1708" 5000 3981072 1708
"1709" 5000 6309573 1709
"1710" 5000 1e+07 1710
"1711" 10000 15849 1711
"1712" 10000 25119 1712
"1713" 10000 39811 1713
"1714" 10000 63096 1714
"1715" 10000 1e+05 1715
"1716" 10000 158489 1716
"1717" 10000 251189 1717
"1718" 10000 398107 1718
"1719" 10000 630957 1719
"1720" 10000 1e+06 1720
"1721" 10000 1584893 1721
"1722" 10000 2511886 1722
"1723" 10000 3981072 1723
"1724" 10000 6309573 1724
"1725" 10000 1e+07 1725
"1726" 50 1000 1726
"1727" 50 1585 1727
"1728" 50 2512 1728
"1729" 50 3981 1729
"1730" 50 6310 1730
"1731" 50 10000 1731
"1732" 50 15849 1732
"1733" 50 25119 1733
"1734" 50 39811 1734
"1735" 50 63096 1735
"1736" 50 1e+05 1736
"1737" 50 158489 1737
"1738" 50 251189 1738
"1739" 50 398107 1739
"1740" 50 630957 1740
"1741" 50 1e+06 1741
"1742" 50 1584893 1742
"1743" 50 2511886 1743
"1744" 50 3981072 1744
"1745" 50 6309573 1745
"1746" 50 1e+07 1746
"1747" 100 1000 1747
"1748" 100 1585 1748
"1749" 100 2512 1749
"1750" 100 3981 1750
"1751" 100 6310 1751
"1752" 100 10000 1752
"1753" 100 15849 1753
"1754" 100 25119 1754
"1755" 100 39811 1755
"1756" 100 63096 1756
"1757" 100 1e+05 1757
"1758" 100 158489 1758
"1759" 100 251189 1759
"1760" 100 398107 1760
"1761" 100 630957 1761
"1762" 100 1e+06 1762
"1763" 100 1584893 1763
"1764" 100 2511886 1764
"1765" 100 3981072 1765
"1766" 100 6309573 1766
"1767" 100 1e+07 1767
"1768" 500 1000 1768
"1769" 500 1585 1769
"1770" 500 2512 1770
"1771" 500 3981 1771
"1772" 500 6310 1772
"1773" 500 10000 1773
"1774" 500 15849 1774
"1775" 500 25119 1775
"1776" 500 39811 1776
"1777" 500 63096 1777
"1778" 500 1e+05 1778
"1779" 500 158489 1779
"1780" 500 251189 1780
"1781" 500 398107 1781
"1782" 500 630957 1782
"1783" 500 1e+06 1783
"1784" 500 1584893 1784
"1785" 500 2511886 1785
"1786" 500 3981072 1786
"1787" 500 6309573 1787
"1788" 500 1e+07 1788
"1789" 1000 1585 1789
"1790" 1000 2512 1790
"1791" 1000 3981 1791
"1792" 1000 6310 1792
"1793" 1000 10000 1793
"1794" 1000 15849 1794
"1795" 1000 25119 1795
"1796" 1000 39811 1796
"1797" 1000 63096 1797
"1798" 1000 1e+05 1798
"1799" 1000 158489 1799
"1800" 1000 251189 1800
"1801" 1000 398107 1801
"1802" 1000 630957 1802
"1803" 1000 1e+06 1803
"1804" 1000 1584893 1804
"1805" 1000 2511886 1805
"1806" 1000 3981072 1806
"1807" 1000 6309573 1807
"1808" 1000 1e+07 1808
"1809" 5000 6310 1809
"1810" 5000 10000 1810
"1811" 5000 15849 1811
"1812" 5000 25119 1812
"1813" 5000 39811 1813
"1814" 5000 63096 1814
"1815" 5000 1e+05 1815
"1816" 5000 158489 1816
"1817" 5000 251189 1817
"1818" 5000 398107 1818
"1819" 5000 630957 1819
"1820" 5000 1e+06 1820
"1821" 5000 1584893 1821
"1822" 5000 2511886 1822
"1823" 5000 3981072 1823
"1824" 5000 6309573 1824
"1825" 5000 1e+07 1825
"1826" 10000 15849 1826
"1827" 10000 25119 1827
"1828" 10000 39811 1828
"1829" 10000 63096 1829
"1830" 10000 1e+05 1830
"1831" 10000 158489 1831
"1832" 10000 251189 1832
"1833" 10000 398107 1833
"1834" 10000 630957 1834
"1835" 10000 1e+06 1835
"1836" 10000 1584893 1836
"1837" 10000 2511886 1837
"1838" 10000 3981072 1838
"1839" 10000 6309573 1839
"1840" 10000 1e+07 1840
"1841" 50 1000 1841
"1842" 50 1585 1842
"1843" 50 2512 1843
"1844" 50 3981 1844
"1845" 50 6310 1845
"1846" 50 10000 1846
"1847" 50 15849 1847
"1848" 50 25119 1848
"1849" 50 39811 1849
"1850" 50 63096 1850
"1851" 50 1e+05 1851
"1852" 50 158489 1852
"1853" 50 251189 1853
"1854" 50 398107 1854
"1855" 50 630957 1855
"1856" 50 1e+06 1856
"1857" 50 1584893 1857
"1858" 50 2511886 1858
"1859" 50 3981072 1859
"1860" 50 6309573 1860
"1861" 50 1e+07 1861
"1862" 100 1000 1862
"1863" 100 1585 1863
"1864" 100 2512 1864
"1865" 100 3981 1865
"1866" 100 6310 1866
"1867" 100 10000 1867
"1868" 100 15849 1868
"1869" 100 25119 1869
"1870" 100 39811 1870
"1871" 100 63096 1871
"1872" 100 1e+05 1872
"1873" 100 158489 1873
"1874" 100 251189 1874
"1875" 100 398107 1875
"1876" 100 630957 1876
"1877" 100 1e+06 1877
"1878" 100 1584893 1878
"1879" 100 2511886 1879
"1880" 100 3981072 1880
"1881" 100 6309573 1881
"1882" 100 1e+07 1882
"1883" 500 1000 1883
"1884" 500 1585 1884
"1885" 500 2512 1885
"1886" 500 3981 1886
"1887" 500 6310 1887
"1888" 500 10000 1888
"1889" 500 15849 1889
"1890" 500 25119 1890
"1891" 500 39811 1891
"1892" 500 63096 1892
"1893" 500 1e+05 1893
"1894" 500 158489 1894
"1895" 500 251189 1895
"1896" 500 398107 1896
"1897" 500 630957 1897
"1898" 500 1e+06 1898
"1899" 500 1584893 1899
"1900" 500 2511886 1900
"1901" 500 3981072 1901
"1902" 500 6309573 1902
"1903" 500 1e+07 1903
"1904" 1000 1585 1904
"1905" 1000 2512 1905
"1906" 1000 3981 1906
"1907" 1000 6310 1907
"1908" 1000 10000 1908
"1909" 1000 15849 1909
"1910" 1000 25119 1910
"1911" 1000 39811 1911
"1912" 1000 63096 1912
"1913" 1000 1e+05 1913
"1914" 1000 158489 1914
"1915" 1000 251189 1915
"1916" 1000 398107 1916
"1917" 1000 630957 1917
"1918" 1000 1e+06 1918
"1919" 1000 1584893 1919
"1920" 1000 2511886 1920
"1921" 1000 3981072 1921
"1922" 1000 6309573 1922
"1923" 1000 1e+07 1923
"1924" 5000 6310 1924
"1925" 5000 10000 1925
"1926" 5000 15849 1926
"1927" 5000 25119 1927
"1928" 5000 39811 1928
"1929" 5000 63096 1929
"1930" 5000 1e+05 1930
"1931" 5000 158489 1931
"1932" 5000 251189 1932
"1933" 5000 398107 1933
"1934" 5000 630957 1934
"1935" 5000 1e+06 1935
"1936" 5000 1584893 1936
"1937" 5000 2511886 1937
"1938" 5000 3981072 1938
"1939" 5000 6309573 1939
"1940" 5000 1e+07 1940
"1941" 10000 15849 1941
"1942" 10000 25119 1942
"1943" 10000 39811 1943
"1944" 10000 63096 1944
"1945" 10000 1e+05 1945
"1946" 10000 158489 1946
"1947" 10000 251189 1947
"1948" 10000 398107 1948
"1949" 10000 630957 1949
"1950" 10000 1e+06 1950
"1951" 10000 1584893 1951
"1952" 10000 2511886 1952
"1953" 10000 3981072 1953
"1954" 10000 6309573 1954
"1955" 10000 1e+07 1955
"1956" 50 1000 1956
"1957" 50 1585 1957
"1958" 50 2512 1958
"1959" 50 3981 1959
"1960" 50 6310 1960
"1961" 50 10000 1961
"1962" 50 15849 1962
"1963" 50 25119 1963
"1964" 50 39811 1964
"1965" 50 63096 1965
"1966" 50 1e+05 1966
"1967" 50 158489 1967
"1968" 50 251189 1968
"1969" 50 398107 1969
"1970" 50 630957 1970
"1971" 50 1e+06 1971
"1972" 50 1584893 1972
"1973" 50 2511886 1973
"1974" 50 3981072 1974
"1975" 50 6309573 1975
"1976" 50 1e+07 1976
"1977" 100 1000 1977
"1978" 100 1585 1978
"1979" 100 2512 1979
"1980" 100 3981 1980
"1981" 100 6310 1981
"1982" 100 10000 1982
"1983" 100 15849 1983
"1984" 100 25119 1984
"1985" 100 39811 1985
"1986" 100 63096 1986
"1987" 100 1e+05 1987
"1988" 100 158489 1988
"1989" 100 251189 1989
"1990" 100 398107 1990
"1991" 100 630957 1991
"1992" 100 1e+06 1992
"1993" 100 1584893 1993
"1994" 100 2511886 1994
"1995" 100 3981072 1995
"1996" 100 6309573 1996
"1997" 100 1e+07 1997
"1998" 500 1000 1998
"1999" 500 1585 1999
"2000" 500 2512 2000
"2001" 500 3981 2001
"2002" 500 6310 2002
"2003" 500 10000 2003
"2004" 500 15849 2004
"2005" 500 25119 2005
"2006" 500 39811 2006
"2007" 500 63096 2007
"2008" 500 1e+05 2008
"2009" 500 158489 2009
"2010" 500 251189 2010
"2011" 500 398107 2011
"2012" 500 630957 2012
"2013" 500 1e+06 2013
"2014" 500 1584893 2014
"2015" 500 2511886 2015
"2016" 500 3981072 2016
"2017" 500 6309573 2017
"2018" 500 1e+07 2018
"2019" 1000 1585 2019
"2020" 1000 2512 2020
"2021" 1000 3981 2021
"2022" 1000 6310 2022
"2023" 1000 10000 2023
"2024" 1000 15849 2024
"2025" 1000 25119 2025
"2026" 1000 39811 2026
"2027" 1000 63096 2027
"2028" 1000 1e+05 2028
"2029" 1000 158489 2029
"2030" 1000 251189 2030
"2031" 1000 398107 2031
"2032" 1000 630957 2032
"2033" 1000 1e+06 2033
"2034" 1000 1584893 2034
"2035" 1000 2511886 2035
"2036" 1000 3981072 2036
"2037" 1000 6309573 2037
"2038" 1000 1e+07 2038
"2039" 5000 6310 2039
"2040" 5000 10000 2040
"2041" 5000 15849 2041
"2042" 5000 25119 2042
"2043" 5000 39811 2043
"2044" 5000 63096 2044
"2045" 5000 1e+05 2045
"2046" 5000 158489 2046
"2047" 5000 251189 2047
"2048" 5000 398107 2048
"2049" 5000 630957 2049
"2050" 5000 1e+06 2050
"2051" 5000 1584893 2051
"2052" 5000 2511886 2052
"2053" 5000 3981072 2053
"2054" 5000 6309573 2054
"2055" 5000 1e+07 2055
"2056" 10000 15849 2056
"2057" 10000 25119 2057
"2058" 10000 39811 2058
"2059" 10000 63096 2059
"2060" 10000 1e+05 2060
"2061" 10000 158489 2061
"2062" 10000 251189 2062
"2063" 10000 398107 2063
"2064" 10000 630957 2064
"2065" 10000 1e+06 2065
"2066" 10000 1584893 2066
"2067" 10000 2511886 2067
"2068" 10000 3981072 2068
"2069" 10000 6309573 2069
"2070" 10000 1e+07 2070
"2071" 50 1000 2071
"2072" 50 1585 2072
"2073" 50 2512 2073
"2074" 50 3981 2074
"2075" 50 6310 2075
"2076" 50 10000 2076
"2077" 50 15849 2077
"2078" 50 25119 2078
"2079" 50 39811 2079
"2080" 50 63096 2080
"2081" 50 1e+05 2081
"2082" 50 158489 2082
"2083" 50 251189 2083
"2084" 50 398107 2084
"2085" 50 630957 2085
"2086" 50 1e+06 2086
"2087" 50 1584893 2087
"2088" 50 2511886 2088
"2089" 50 3981072 2089
"2090" 50 6309573 2090
"2091" 50 1e+07 2091
"2092" 100 1000 2092
"2093" 100 1585 2093
"2094" 100 2512 2094
"2095" 100 3981 2095
"2096" 100 6310 2096
"2097" 100 10000 2097
"2098" 100 15849 2098
"2099" 100 25119 2099
"2100" 100 39811 2100
"2101" 100 63096 2101
"2102" 100 1e+05 2102
"2103" 100 158489 2103
"2104" 100 251189 2104
"2105" 100 398107 2105
"2106" 100 630957 2106
"2107" 100 1e+06 2107
"2108" 100 1584893 2108
"2109" 100 2511886 2109
"2110" 100 3981072 2110
"2111" 100 6309573 2111
"2112" 100 1e+07 2112
"2113" 500 1000 2113
"2114" 500 1585 2114
"2115" 500 2512 2115
"2116" 500 3981 2116
"2117" 500 6310 2117
"2118" 500 10000 2118
"2119" 500 15849 2119
"2120" 500 25119 2120
"2121" 500 39811 2121
"2122" 500 63096 2122
"2123" 500 1e+05 2123
"2124" 500 158489 2124
"2125" 500 251189 2125
"2126" 500 398107 2126
"2127" 500 630957 2127
"2128" 500 1e+06 2128
"2129" 500 1584893 2129
"2130" 500 2511886 2130
"2131" 500 3981072 2131
"2132" 500 6309573 2132
"2133" 500 1e+07 2133
"2134" 1000 1585 2134
"2135" 1000 2512 2135
"2136" 1000 3981 2136
"2137" 1000 6310 2137
"2138" 1000 10000 2138
"2139" 1000 15849 2139
"2140" 1000 25119 2140
"2141" 1000 39811 2141
"2142" 1000 63096 2142
"2143" 1000 1e+05 2143
"2144" 1000 158489 2144
